english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,mp3_url,topic,topic_url
inspect,v.,"Thanh tra, kiểm tra, xem xét kỹ",/in'spekt/,"To look closely at something or someone, especially to check that everything is as it should be.",Children's car seats are thoroughly inspected and tested for safety before being put on the market.,Chổ ngồi trên xe ô-tô của trẻ em được kiểm tra và kiểm nghiệm kỹ lưỡng trước khi có mặt trên thị trường.,https://audio.tflat.vn/data/images_example/300x225/c/h/childrens__ex1_580ec4117f8b9ae2888b457f.png,https://audio.tflat.vn/audio/i/n/inspect.mp3,Quality Control,https://tienganhtflat.com/blog/toeic-words-quality-control
perceptive,adj.,"Nhận thức được, cảm giác được, cảm thụ được",/pə'septiv/,"Having or showing the ability to see or understand things quickly, especially things that are not obvious",It takes a perceptive person to be a good manager.,Phải là một người có khả năng cảm nhận mới trở thành một nhà quản lý tốt.,https://audio.tflat.vn/data/cache/images/300x225/p/e/perceptive2.png,https://audio.tflat.vn/audio/p/e/perceptive.mp3,Quality Control,https://tienganhtflat.com/blog/toeic-words-quality-control
repel,v.,Làm khó chịu,/ri'pel/,To make somebody feel horror or disgust,Faulty products repel repeat customers.,Những sản phẩm lỗi lại gây khó chịu cho khách hàng.,https://audio.tflat.vn/data/cache/images/300x225/r/e/repel2.png,https://audio.tflat.vn/audio/r/e/repel.mp3,Quality Control,https://tienganhtflat.com/blog/toeic-words-quality-control
take back,v.,"Lấy lại, mang trở lại",/teɪk bæk/,To return something,The quality inspector took the shoddy work back to the assembly line to confront the workers.,Thanh tra chất lượng đem sản phẩm xấu trở lại dây chuyền lắp ráp để đối chất với công nhân.,https://audio.tflat.vn/data/cache/images/300x225/t/a/take_back1.png,https://audio.tflat.vn/audio/t/a/take_back.mp3,Quality Control,https://tienganhtflat.com/blog/toeic-words-quality-control
throw out,v.,"Vứt bỏ, đuổi đi",/θrəʊ aʊt/,,You'll be thrown out if you don't pay the rent.,Bạn sẽ được đuổi ra nếu bạn không trả tiền thuê nhà.,https://audio.tflat.vn/data/cache/images/300x225/t/h/throw_out1.png,https://audio.tflat.vn/audio/t/h/throw_out.mp3,Quality Control,https://tienganhtflat.com/blog/toeic-words-quality-control
uniformly,adv.,"Đồng đều thống nhất, không thay đổi",/ˈjuːnɪfɔːmli/,The same in all parts and at all times,The principles were applied uniformly across all the departments.,Các nguyên tắc được áp dụng thống nhất trên tất cả các phòng ban.,https://audio.tflat.vn/data/cache/images/300x225/u/n/uniformly2.png,https://audio.tflat.vn/audio/u/n/uniformly.mp3,Quality Control,https://tienganhtflat.com/blog/toeic-words-quality-control
wrinkle,n.,"‹vếp/nếp› nhăn, nhàu","/nếp› nhăn, nhàu /'riɳkl/","A line or small fold in your skin, especially on your face, that forms as you get older",A wrinkle in the finish can be repaired more economically before a sale than after.,Một vết nhăn trong (sản phẩm) hoàn chỉnh thì có thể sửa chữa trước khi bán có giá hơn là sau đó.,https://audio.tflat.vn/data/cache/images/300x225/w/r/wrinkle2.png,https://audio.tflat.vn/audio/w/r/wrinkle.mp3,Quality Control,https://tienganhtflat.com/blog/toeic-words-quality-control
shopping,n.,Mua sắm,/ˈʃɒpɪŋ/,,Let's go shopping.,Nào cùng nhau đi mua sắm.,https://audio.tflat.vn/data/cache/images/300x225/s/h/shopping11.jpg,https://audio.tflat.vn/audio/s/h/shopping1.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
bargain,n.,"Món hời, cơ hội tốt (buôn bán)",/bɑːɡən/,"To discuss prices, with somebody in order to reach an agreement that is acceptable",Lois compared the sweaters carefully to determine which was a better bargain.,Lois so sánh cẩn thận những chiếc áo len để xác định cái nào là món hời hơn.,https://audio.tflat.vn/data/cache/images/300x225/b/a/bargain1.jpg,https://audio.tflat.vn/audio/b/a/bargain.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
bear,v.,"Chịu đựng, cam chịu",/beə/,To be able to accept and deal with something unpleasant,Moya doesn't like crowds so she cannot bear shopping during the holiday rush.,Moya không thích đám đông vì thế cô không chịu đi mua sắm trong kỳ đổ xô đi sắm dịp lễ.,https://audio.tflat.vn/data/cache/images/300x225/b/e/bear1.jpg,https://audio.tflat.vn/audio/b/e/bear.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
behaviour,n.,"Thái độ, hành vi, cách cư xử, cách đối xử, cách ăn ở",/bi'heivjə/,"The way that somebody behaves, especially towards other people",Suspicious behaviour in a department store will draw the attention of the security guards.,Thái độ khả nghi ở trong cửa hàng bách hóa sẽ thu hút sự chú ý của nhân viên an ninh.,https://audio.tflat.vn/data/images_example/300x225/s/u/suspicious_ex1_580de4657f8b9a84688b4597.png,https://audio.tflat.vn/audio/b/e/behaviour.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
checkout,n.,"Thanh toán, quầy thanh toán (ở siêu thị, ks...)",/tʃɛk aʊt/,The place where you pay for the things that you are buying in a supermarket,"The line at this checkout is too long, so let's look for another.","Hàng chờ tại quầy tính tiền này dài quá, vậy chúng ta hãy đi tìm hàng khác.",https://audio.tflat.vn/data/cache/images/300x225/c/h/checkout_n2.jpg,https://audio.tflat.vn/audio/c/h/checkout_n.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
comfort,n.,"Sự thoải mái, dễ dàng",/'kʌmfət/,The state of being physically relaxed or having a pleant life,I like to dress for comfort if I'm spending the day shopping.,Tôi thích ăn mặc thoải mái (không gò bó) nếu tôi bỏ ra cả ngày đi mua sắm.,https://audio.tflat.vn/data/cache/images/300x225/c/o/comfort1.png,https://audio.tflat.vn/audio/c/o/comfort.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
expand,v.,"Mở rộng, phát triển",/iks'pænd/,"To become greater in size, number or importance",The telephone networks in rural areas should be expanded.,Mạng lưới điện thoại ở các vùng sâu vùng xa nên được mở rộng.,https://audio.tflat.vn/data/cache/images/300x225/e/x/expand1.jpg,https://audio.tflat.vn/audio/e/x/expand.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
explore,v.,"Khảo sát, thăm dò, khám phá",/iks'plɔ:/,To examine something completely or carefully to find out more about it,Reading history books is like exploring the past.,Đọc cuốn sách lịch sử là như khám phá quá khứ.,https://audio.tflat.vn/data/cache/images/300x225/e/x/explore1.jpg,https://audio.tflat.vn/audio/e/x/explore.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
item,n.,"Khoản, món, mục, mặt hàng",/'aitem/,"One thing on a list of things to buy, do, talk about, etc",Do you think I can get all these items into one bag?,Cô có nghĩ rằng tôi có thể để tất cả món đồ này vào một cái túi không?,https://audio.tflat.vn/data/cache/images/300x225/i/t/item1.png,https://audio.tflat.vn/audio/i/t/item.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
mandatory,adj.,"(thuộc) lệnh, bắt buộc",/'mændətəri/,Required by law,The jewelry store has a mandatory policy of showing customers only one item at a time.,Cửa hàng nữ trang có một chính sách bắt buộc là chỉ cho khách xem mỗi lúc một món đồ.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_jewelr_ex1_56248d157f8b9a040dc65f0c.jpg,https://audio.tflat.vn/audio/m/a/mandatory.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
merchandise,n.,Hàng hóa,/'mə:tʃəndaiz/,Goods that are bought or sold; goods that are for sale in a shop / store,I am very impressed with the selection of merchandise at this store.,Tôi rất có ấn tượng với sự tuyển chọn hàng hóa tại cửa hàng này.,https://audio.tflat.vn/data/cache/images/300x225/m/e/merchandise1.jpg,https://audio.tflat.vn/audio/m/e/merchandise.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
strictly,adv.,"‹một cách› nghiêm ngặt, nghiêm khắc",/ˈstrɪktli/,With a lot of control and rules that must be obeyed,Our store strictly enforces its return policy.,Cửa hàng chúng tôi thực thi nghiêm ngặt chính sách hoàn trả hàng của mình.,https://audio.tflat.vn/data/cache/images/300x225/s/t/strictly1.png,https://audio.tflat.vn/audio/s/t/strictly.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
trend,n.,Xu hướng,/trend/,A general diretion in which a situation is changing or developing,The youth try to keep up with the fashion trend.,Giới trẻ cố gắng bắt kịp xu hướng thời trang.,https://audio.tflat.vn/data/cache/images/300x225/t/r/trend1.jpg,https://audio.tflat.vn/audio/t/r/trend.mp3,Shopping,https://tienganhtflat.com/blog/toeic-words-shopping
health,n.,Sức khỏe,/hɛlθ/,,Exhaust fumes are bad for your health.,Khí thải có hại cho sức khỏe của bạn.,https://audio.tflat.vn/data/images_example/300x225/e/x/exhaust_fu_ex2_581c093f7f8b9a24318b45fe.jpg,https://audio.tflat.vn/audio/h/e/health.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
allow,v.,"Cho phép, chấp nhận",/ə'lau/,To let someone or something,My insurance does not allow choosing my own hospital.,Hợp đồng bảo hiểm của tôi không cho lựa chọn bệnh viện theo ý riêng của tôi. ,https://audio.tflat.vn/data/cache/images/300x225/a/l/allow1.jpg,https://audio.tflat.vn/audio/a/l/allow.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
alternative,adj.,"Xen kẽ, thay thế, luân phiên",/ɔ:l'tə:nətiv/,That can be used instead of something else,Have you thought of an alternative plan?,Bạn đã nghĩ đến kế hoạch thay thế chưa?,https://audio.tflat.vn/data/cache/images/300x225/a/l/alternative.jpg,https://audio.tflat.vn/audio/a/l/alternative.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
aspect,n.,Khía cạnh,/ˈæspekt/,"A particular part or feature of a situation, an idea, a problem",She felt she had looked at the problem from every aspect.,Cô ấy cảm thấy rằng cô ấy đã nhìn nhận vấn đề từ mọi khía cạnh.,https://audio.tflat.vn/data/cache/images/300x225/a/s/aspect1.jpg,https://audio.tflat.vn/audio/a/s/aspect.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
concern,n.,"Mối quan tâm, lo lắng",/kənˈsɜːn/,A feeling of worry,"Whenever I have health concerns, I call my doctor.","Hễ khi nào tôi có lo ngại về sức khỏe, tôi gọi cho bác sĩ của mình.",https://audio.tflat.vn/data/images_example/300x225/w/h/whenever_i_ex1_56248cfc7f8b9afa0cb17fd8.jpg,https://audio.tflat.vn/audio/c/o/concern.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
emphasize,v.,"Nhấn mạnh, làm nổi bật",/ˈɛmfəˌsaɪz/,To give special importance to something,The nurse emphasized the importance of eating a balanced diet.,Người y tá nhấn mạnh tầm quan trọng của việc ăn uống theo chế độ cân bằng.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_nurse__ex1_56248d167f8b9a040dc66284.png,https://audio.tflat.vn/audio/e/m/emphasize.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
incur,v.,"Gánh chịu,bị",/in'kə:/,To become subject to,I incurred substantial expenses that my health plan does not cover.,Tôi phải gánh những chi phí phát sinh mà dự án chăm sóc sức khỏe của tôi không bao gồm.,https://audio.tflat.vn/data/cache/images/300x225/i/n/incur1.png,https://audio.tflat.vn/audio/i/n/incur.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
personnel,n.,Nhân viên,"/,pə:sə'nel/",The people who work for an organization,The employee went to see the director of personnel about taking an extended leave of absence.,Người nhân viên đi gặp giám đốc nhân sự về việc xin gia hạn thời gian nghỉ phép.,https://audio.tflat.vn/data/cache/images/300x225/p/e/personnel1.png,https://audio.tflat.vn/audio/p/e/personnel.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
policy,n.,"Chính sách, hợp đồng, khế ước",/'pɔlisi/,"A plan of action agreed or chosen by a political party, a business, etc.",The company's insurance policy did not cover cosmetic surgery.,Chính sách bảo hiểm của công ty không bao gồm phẫu thuật thẩm mỹ.,https://audio.tflat.vn/data/cache/images/300x225/p/o/policy1.png,https://audio.tflat.vn/audio/p/o/policy.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
portion,n.,"Chia phần, số phận",/'pɔ:ʃn/,One part of something larger,A portion of my benefits is my health care coverage.,Một phần phúc lợi của tôi là bảo hiểm chăm sóc sức khỏe.,https://audio.tflat.vn/data/cache/images/300x225/p/o/portion1.jpg,https://audio.tflat.vn/audio/p/o/portion.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
regardless,adv.,"Không quan tâm, bất chấp",/ri'gɑ:dlis/,"Paying no attention, even if the situation is bad or there are difficulties","Regardless of the cost, we all need health insurance.","Bất chấp phí tổn, tất cả chúng tôi đều cần bảo hiểm y tế.",https://audio.tflat.vn/data/cache/images/300x225/r/e/regardless1.png,https://audio.tflat.vn/audio/r/e/regardless.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
salary,n.,Lương hàng tháng,/ˈsæləri/,Money that employees receive for doing their job,The technician was pleased to have a raise in salary after only six months on the job.,Người kỹ thuật viên đã hài lòng khi có sự tăng lương chỉ sau 6 tháng làm việc.,https://audio.tflat.vn/data/cache/images/300x225/s/a/salary1.png,https://audio.tflat.vn/audio/s/a/salary.mp3,Health,https://tienganhtflat.com/blog/toeic-words-health
